ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1867,1.9129312,7.4002094,1.0,4.4479604,2.8020394,8.713755,0.19739966,0.1724445,0.0,0.0,2,3.0,3.0,2.0,4.0,2.0,0,0
1868,1.0,4.1793394,0.0,0.0,2.2894285,12.919623,0.26295444,0.30100772,4.0993395,0.0,8,5.0,10.0,0.0,4.0,1.0,0,1
1869,1.587401,3.5160265,0.0,0.0,1.587401,3.0098443,0.0,0.30570918,0.0,0.0,6,3.0,3.0,0.0,3.0,1.0,0,1
1870,2.3513348,7.2955127,2.0,7.4709997,4.061548,18.647017,0.15536162,0.25838244,2.8953414,0.0,2,1.0,10.0,2.0,4.0,2.0,0,0
1871,1.0,0.0,0.0,0.0,3.1072326,12.009407,0.29551092,0.3702433,2.3594413,0.0,8,1.0,10.0,4.0,5.0,2.0,0,0
1872,0.0,0.0,0.0,0.0,3.332222,14.35968,0.33303294,0.3958147,0.0,0.0,7,3.0,3.0,0.0,8.0,2.0,0,0
1873,0.0,0.0,0.0,0.0,1.9129312,6.1135774,0.30570918,0.2876867,0.0,0.0,9,5.0,10.0,1.0,8.0,2.0,0,0
1874,1.0,5.3848557,0.0,0.0,2.6207414,10.570795,0.0,0.36401623,0.0,0.0,1,5.0,10.0,2.0,8.0,2.0,0,0
1875,2.0,6.187012,0.0,0.0,2.7144177,7.4373384,0.21196938,0.2562428,2.590881,0.0,2,5.0,10.0,6.0,12.0,2.0,1,1
1876,2.0800838,5.016786,1.2599211,3.7043858,3.8929965,12.608384,0.20563948,0.31400964,0.0,0.0,9,1.0,10.0,1.0,12.0,2.0,0,0
1877,0.0,0.0,0.0,0.0,2.1544347,5.484807,0.31072325,0.36002827,0.0,0.0,8,3.0,3.0,0.0,4.0,2.0,1,1
1878,0.0,0.0,0.0,0.0,1.4422495,4.140818,0.46415886,0.46415886,0.0,0.0,2,5.0,10.0,1.0,14.0,2.0,0,0
1879,1.0,1.8171207,0.0,0.0,3.4482174,8.593735,0.2332984,0.28959116,0.0,0.0,2,1.0,1.0,3.0,12.0,2.0,0,0
1880,1.4422495,5.1362534,0.0,0.0,3.1072326,12.682998,0.0,0.283257,1.6324762,0.0,9,1.0,10.0,7.0,4.0,2.0,0,1
1881,0.0,0.0,0.0,0.0,2.7589242,7.1022415,0.33647746,0.42216194,0.0,0.9283178,2,1.0,7.0,2.0,4.0,2.0,0,0
1882,1.2599211,3.1413808,1.0,2.5198421,3.3019273,12.772229,0.0,0.23816893,0.0,0.9283178,0,1.0,10.0,2.0,12.0,2.0,0,0
1885,1.4422495,3.1244,0.0,0.0,2.843867,7.5050654,0.20273736,0.23207943,0.0,0.0,2,1.0,10.0,0.0,7.0,2.0,0,0
1886,0.0,0.0,0.0,0.0,1.4422495,2.9624963,0.4054808,0.51087254,0.0,0.0,2,5.0,9.0,0.0,12.0,2.0,0,0
1887,1.4422495,2.4101424,0.0,0.0,1.4422495,2.6207414,0.0,0.34199518,0.0,0.0,9,1.0,1.0,6.0,11.0,0.0,0,0
1888,0.0,0.0,0.0,0.0,2.0800838,4.2358236,0.28114328,0.38157243,0.0,0.0,1,1.0,10.0,1.0,8.0,2.0,0,0
1889,1.4422495,5.5178485,1.0,3.0,3.8485012,11.648608,0.22555418,0.30485076,0.0,0.0,2,1.0,10.0,4.0,7.0,2.0,0,0
1891,0.0,0.0,0.0,0.0,3.3019273,9.746402,0.34668154,0.4146564,0.0,0.9283178,2,1.0,10.0,1.0,14.0,2.0,0,0
1893,0.0,0.0,0.0,0.0,3.332222,9.489555,0.17549519,0.28506923,0.0,0.0,9,1.0,10.0,1.0,12.0,2.0,0,0
1894,1.0,3.0,0.0,0.0,2.466212,11.413125,0.0,0.23991895,0.0,0.0,2,3.0,3.0,0.0,8.0,2.0,1,0
1895,0.0,0.0,0.0,0.0,1.9129312,4.562903,0.24264435,0.3955869,0.0,0.0,1,1.0,8.0,0.0,8.0,2.0,0,0
1896,1.2599211,4.9731903,1.2599211,6.7411103,2.6207414,7.8505235,0.0,0.27144176,0.0,0.0,1,1.0,10.0,2.0,8.0,2.0,0,0
1897,1.587401,5.069691,1.2599211,1.709976,4.1983366,12.393116,0.17099759,0.26734012,0.0,0.0,5,1.0,10.0,4.0,14.0,2.0,0,0
1898,1.0,1.587401,0.0,0.0,3.1072326,11.212226,0.0,0.3036589,0.0,0.0,8,5.0,10.0,6.0,4.0,2.0,1,0
1900,2.3513348,7.931181,0.0,0.0,6.0459437,14.598791,0.0,0.1819238,1.7400182,0.0,7,1.0,7.0,2.0,4.0,2.0,0,0
1901,2.0,5.1089425,1.2599211,7.2672205,2.4101424,8.205509,0.17394465,0.25271702,2.729335,0.0,5,3.0,3.0,0.0,2.0,2.0,0,0
1902,1.0,4.220285,0.0,0.0,2.7144177,10.547533,0.0,0.1259921,2.7771716,0.0,8,5.0,10.0,7.0,15.0,2.0,0,1
1903,1.709976,6.892227,0.0,0.0,4.4140053,14.106078,0.11530479,0.15954296,0.0,0.0,7,5.0,10.0,4.0,12.0,2.0,1,0
1904,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,2,3.0,3.0,6.0,10.0,2.0,0,0
1905,1.709976,4.805174,0.0,0.0,2.843867,7.653148,0.2884499,0.35124183,0.0,0.0,8,5.0,10.0,7.0,15.0,2.0,0,0
1906,0.0,0.0,1.2599211,2.0,3.0,8.978413,0.22567861,0.25400484,0.0,0.0,8,3.0,3.0,0.0,4.0,2.0,1,0
1907,0.0,0.0,0.0,0.0,2.7589242,7.0079603,0.19145693,0.19145693,2.3863854,0.0,7,3.0,3.0,6.0,4.0,2.0,0,1
1908,0.0,0.0,0.0,0.0,1.2599211,4.0514197,0.4054808,0.5503216,0.0,0.0,8,5.0,10.0,6.0,14.0,2.0,0,0
1909,1.2599211,4.9324245,0.0,0.0,2.0,8.37851,0.0,0.19493093,0.0,0.0,1,3.0,3.0,0.0,4.0,2.0,0,0
1910,2.0800838,4.813101,1.0,3.6468167,3.6593058,12.317498,0.0,0.27461213,1.1948892,0.0,1,1.0,10.0,3.0,4.0,2.0,0,1
1912,0.0,0.0,0.0,0.0,2.0,5.656653,0.42171633,0.46415886,0.0,0.0,1,5.0,10.0,0.0,14.0,2.0,1,0
1913,1.4422495,5.0703397,1.0,2.7676551,2.0,6.8030124,0.0,0.26295444,0.0,0.0,3,1.0,10.0,8.0,4.0,1.0,0,1
1914,1.587401,8.297401,1.0,0.0,2.2239802,7.7800317,0.24871337,0.3948036,0.0,0.0,8,3.0,3.0,0.0,4.0,2.0,1,0
1916,1.587401,3.7444363,0.0,0.0,2.2239802,7.738972,0.0,0.19739966,0.0,0.0,8,5.0,10.0,1.0,15.0,1.0,1,0
1917,1.9129312,4.838151,1.2599211,3.3766568,4.5143576,15.961115,0.12059885,0.23872003,2.622737,0.0,8,1.0,8.0,1.0,14.0,2.0,1,0
1918,1.587401,3.5303485,0.0,0.0,4.481405,19.085464,0.12908629,0.24669242,0.0,0.0,0,0.0,3.0,0.0,12.0,2.0,0,0
1919,1.587401,4.1447024,0.0,0.0,1.8171207,5.6336412,0.0,0.24560311,0.0,0.0,5,3.0,3.0,0.0,3.0,1.0,0,0
1920,0.0,0.0,0.0,0.0,4.140818,12.164029,0.25662804,0.36135036,0.0,0.84343266,2,1.0,1.0,7.0,2.0,2.0,0,0
1921,1.2599211,4.3725567,0.0,0.0,3.5033982,11.653764,0.16564485,0.24325427,0.0,0.0,8,5.0,10.0,6.0,8.0,2.0,0,0
1922,0.0,0.0,0.0,0.0,1.9129312,5.291558,0.0,0.38517165,0.0,0.7368063,2,3.0,3.0,0.0,18.0,2.0,0,0
1923,0.0,0.0,0.0,0.0,2.924018,9.759542,0.2519842,0.30933607,0.0,0.0,9,5.0,10.0,2.0,14.0,2.0,0,0
1924,0.0,0.0,0.0,0.0,2.4101424,12.140477,0.0,0.3074011,0.0,0.0,1,3.0,3.0,5.0,4.0,2.0,0,0
1925,0.0,0.0,0.0,0.0,2.5198421,8.274275,0.0,0.3401758,2.6353197,0.0,6,5.0,10.0,5.0,8.0,2.0,0,1
1926,0.0,0.0,0.0,0.0,3.756286,12.70637,0.16543807,0.26078656,0.0,0.0,8,1.0,10.0,0.0,4.0,2.0,0,1
1927,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,2,5.0,10.0,4.0,12.0,2.0,0,0
1928,0.0,0.0,0.0,0.0,2.4101424,8.581681,0.30570918,0.349951,0.0,0.0,2,1.0,10.0,6.0,12.0,2.0,0,0
1929,0.0,0.0,0.0,0.0,1.8171207,5.813721,0.0,0.25543818,0.0,0.0,8,3.0,3.0,3.0,4.0,2.0,0,0
1930,1.587401,3.8929965,0.0,0.0,2.0,8.028544,0.0,0.20273736,0.0,0.0,2,0.0,10.0,0.0,2.0,2.0,0,0
1931,1.587401,6.6794205,1.0,0.0,2.4101424,8.54988,0.0,0.23207943,0.0,0.0,2,3.0,3.0,1.0,4.0,1.0,0,0
1932,0.0,0.0,0.0,0.0,2.8020394,9.569209,0.0,0.1682402,0.0,0.0,9,1.0,10.0,5.0,5.0,2.0,0,0
1933,1.2599211,4.848808,0.0,0.0,2.2239802,7.5302486,0.24264435,0.349951,3.4033418,0.0,2,1.0,10.0,0.0,4.0,2.0,0,0
1934,1.0,2.2239802,0.0,0.0,2.0,4.6193056,0.4054808,0.46672386,0.0,0.0,6,3.0,11.0,6.0,8.0,2.0,1,0
1935,1.709976,7.3561735,1.0,2.677732,2.5712817,7.674431,0.38944036,0.4135718,0.0,0.0,5,1.0,10.0,6.0,7.0,2.0,0,0
1936,2.0,6.275011,0.0,0.0,5.462556,16.63169,0.20314203,0.2761243,1.7419866,0.0,8,1.0,1.0,6.0,4.0,2.0,0,1
1937,1.0,5.3543015,0.0,0.0,2.7144177,10.009482,0.0,0.21196938,3.4519792,0.0,8,1.0,10.0,2.0,4.0,2.0,0,0
1938,1.0,4.5241504,0.0,0.0,1.587401,5.9243593,0.0,0.34199518,0.0,0.0,4,3.0,3.0,4.0,18.0,1.0,0,0
1940,1.9129312,3.1959212,1.4422495,5.738794,6.0731783,18.26709,0.13792868,0.2540668,2.1800957,0.0,8,3.0,10.0,0.0,4.0,2.0,0,1
1941,0.0,0.0,0.0,0.0,2.0800838,7.16934,0.0,0.20273736,0.0,0.0,2,1.0,10.0,2.0,8.0,2.0,0,0
1942,2.0,4.820285,0.0,0.0,3.0,8.439415,0.23296721,0.27137387,0.0,0.0,9,3.0,3.0,5.0,11.0,2.0,0,0
1943,0.0,0.0,0.0,0.0,2.6207414,8.237662,0.36103353,0.46110478,0.0,0.0,8,3.0,3.0,2.0,8.0,2.0,1,0
1944,1.0,3.4482174,1.587401,7.113787,3.0365891,9.163672,0.28941616,0.34876844,2.6861577,0.0,2,1.0,10.0,0.0,2.0,2.0,0,0
1946,1.0,3.3912115,0.0,0.0,2.6207414,6.802892,0.0,0.18051293,0.0,0.0,2,1.0,10.0,3.0,7.0,2.0,1,0
1947,2.1544347,5.833379,1.2599211,5.4061203,1.8171207,4.183425,0.0,0.27144176,0.0,0.0,1,3.0,3.0,0.0,4.0,2.0,0,0
1948,1.8171207,5.62101,0.0,0.0,2.5712817,6.5791764,0.2087071,0.283257,3.1745315,0.0,7,0.0,3.0,0.0,4.0,2.0,0,1
1949,1.0,3.4482174,0.0,0.0,3.332222,11.45011,0.0,0.268228,2.4797838,0.7368063,2,1.0,8.0,0.0,12.0,2.0,0,1
1950,0.0,0.0,0.0,0.0,1.8171207,4.338587,0.0,0.4054808,0.0,0.0,9,1.0,10.0,3.0,4.0,2.0,1,0
1951,2.0,6.258744,1.2599211,4.8558865,5.0527744,14.579292,0.0,0.119441845,2.0856967,0.0,2,1.0,1.0,0.0,7.0,2.0,1,0
1952,1.0,0.0,1.4422495,4.522521,2.0800838,7.1082935,0.0,0.26295444,3.8745944,0.0,2,3.0,3.0,0.0,3.0,1.0,0,1
1954,1.8171207,6.4692836,0.0,0.0,1.8171207,6.0138574,0.0,0.27144176,0.0,0.0,9,5.0,10.0,2.0,4.0,1.0,1,0
1955,0.0,0.0,0.0,0.0,2.5198421,6.114692,0.0,0.24662119,0.0,0.0,9,1.0,10.0,0.0,4.0,1.0,0,0
1956,0.0,0.0,0.0,0.0,2.0800838,6.6943297,0.22314356,0.32182872,0.0,0.9283178,2,1.0,1.0,0.0,12.0,2.0,0,0
1958,0.0,0.0,1.0,2.4101424,4.7026696,19.293575,0.20679954,0.28739643,0.0,0.0,8,1.0,10.0,0.0,4.0,2.0,0,0
1959,1.709976,4.4082947,0.0,0.0,2.924018,10.610327,0.0,0.19739966,2.2584362,0.0,2,1.0,10.0,0.0,4.0,1.0,0,1
1960,1.0,3.0557477,0.0,0.0,3.9364974,12.61324,0.14856407,0.24911688,1.2681139,0.0,5,1.0,7.0,6.0,4.0,2.0,0,0
1961,1.0,2.3269668,0.0,0.0,1.8171207,5.201134,0.0,0.21196938,2.5143075,0.0,4,1.0,4.0,6.0,4.0,2.0,1,1
1962,2.0,7.079591,1.0,3.8485012,2.6684017,13.039983,0.20273736,0.25893548,0.0,0.0,1,5.0,10.0,0.0,8.0,2.0,0,0
1963,1.4422495,4.5143576,0.0,0.0,4.4979415,16.07726,0.13667327,0.28083932,0.0,0.0,8,3.0,10.0,0.0,4.0,2.0,1,0
1964,1.0,3.8349502,1.0,1.9129312,4.1601677,12.933726,0.249294,0.31831798,1.6244607,0.0,3,1.0,10.0,0.0,14.0,2.0,0,0
1965,0.0,0.0,0.0,0.0,3.1413808,8.2343855,0.0,0.29876155,0.0,0.9283178,2,1.0,10.0,7.0,12.0,2.0,0,0
1966,1.0,4.562903,0.0,0.0,3.0,8.427058,0.0,0.24560311,0.0,0.0,1,1.0,10.0,5.0,4.0,2.0,0,0
1967,0.0,0.0,0.0,0.0,2.5198421,6.811285,0.29240176,0.33471647,0.0,0.0,8,3.0,11.0,4.0,4.0,2.0,0,0
1968,1.0,3.2459517,0.0,0.0,2.9624963,7.949966,0.0,0.13686928,2.8296247,0.0,7,5.0,10.0,1.0,4.0,1.0,1,1
1970,0.0,0.0,0.0,0.0,3.419952,8.8795805,0.222398,0.30289057,0.0,0.0,8,3.0,3.0,0.0,5.0,2.0,1,0
1971,1.0,7.476967,1.4422495,4.2358236,4.1212854,14.956447,0.13599177,0.19635911,1.9313912,0.0,2,1.0,4.0,1.0,7.0,2.0,0,1
1973,0.0,0.0,0.0,0.0,1.9129312,4.0682726,0.46415886,0.45969576,0.0,0.0,2,5.0,10.0,0.0,12.0,2.0,0,0
1974,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.7368063,0,1.0,1.0,6.0,12.0,2.0,0,0
1975,0.0,0.0,0.0,0.0,1.709976,6.2230844,0.0,0.43088692,0.0,1.0,2,1.0,10.0,8.0,8.0,2.0,1,0
1976,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,8,1.0,10.0,0.0,8.0,2.0,0,0
1977,1.2599211,2.6207414,0.0,0.0,3.1072326,7.7997155,0.0,0.14775927,0.0,0.0,1,3.0,3.0,6.0,4.0,2.0,1,0
1978,2.4101424,10.41735,1.8171207,6.3958416,2.9624963,13.679627,0.25087163,0.25924334,2.7281191,0.0,1,3.0,10.0,0.0,4.0,2.0,0,0
1980,1.0,1.4422495,1.0,6.709173,1.9129312,8.140739,0.0,0.23207943,0.0,0.0,9,1.0,10.0,2.0,4.0,0.0,1,0
1981,0.0,0.0,0.0,0.0,2.843867,6.0935025,0.20563948,0.21852316,0.0,0.84343266,2,0.0,10.0,0.0,12.0,2.0,0,0
1982,1.587401,4.8083,1.2599211,2.9529705,2.5198421,7.440643,0.21196938,0.21196938,0.0,0.0,8,5.0,10.0,7.0,4.0,1.0,1,0
1985,1.9129312,4.4979415,0.0,0.0,2.843867,6.6728764,0.0,0.2293808,0.0,0.0,8,1.0,10.0,1.0,4.0,1.0,0,0
1986,0.0,0.0,1.2599211,6.286981,4.946088,16.1574,0.21533568,0.29818907,0.85476446,0.0,9,1.0,10.0,0.0,4.0,2.0,0,0
1987,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,8,1.0,1.0,6.0,12.0,2.0,0,0
1988,1.0,1.709976,0.0,0.0,3.8929965,10.804156,0.32828617,0.39338493,0.0,0.84343266,2,1.0,10.0,0.0,8.0,2.0,0,0
1989,1.2599211,4.820285,1.587401,6.1435304,4.1793394,12.933587,0.19739966,0.3104295,2.2653754,0.0,8,1.0,10.0,0.0,8.0,2.0,1,0
1990,1.587401,3.5908203,0.0,0.0,1.2599211,2.836981,0.0,0.32182872,0.0,0.0,8,1.0,10.0,1.0,4.0,1.0,1,1
1991,0.0,0.0,0.0,0.0,1.9129312,4.618264,0.41491407,0.46415886,0.0,0.0,1,3.0,3.0,1.0,8.0,2.0,0,0
1992,1.4422495,2.5962472,0.0,0.0,2.466212,9.322976,0.0,0.273743,0.0,0.0,8,1.0,10.0,6.0,15.0,2.0,1,0
1993,0.0,0.0,0.0,0.0,3.4482174,11.564229,0.0,0.20273736,0.0,0.0,1,5.0,10.0,0.0,8.0,2.0,1,0
1995,1.587401,6.2883863,1.4422495,7.2579517,3.1072326,10.129898,0.16243665,0.19512373,2.118782,0.0,2,5.0,10.0,5.0,15.0,2.0,0,1
1996,1.4422495,4.3538804,1.0,0.0,2.6684017,8.744678,0.283257,0.31887627,2.263392,0.0,8,3.0,3.0,6.0,4.0,2.0,0,0
1997,0.0,0.0,0.0,0.0,1.8171207,5.687734,0.4054808,0.48863286,0.0,0.0,8,1.0,4.0,2.0,12.0,2.0,0,0
1998,1.2599211,4.848808,0.0,0.0,2.5712817,5.611146,0.42898807,0.45445773,0.0,0.0,2,5.0,10.0,1.0,12.0,2.0,0,0
1999,0.0,0.0,0.0,0.0,2.8020394,9.958495,0.2087071,0.24745142,0.0,0.0,7,1.0,10.0,0.0,7.0,2.0,1,0
2000,1.9129312,4.8070984,0.0,0.0,2.8844993,7.556609,0.19999999,0.22894284,0.0,0.0,9,3.0,3.0,0.0,12.0,2.0,0,0
2001,0.0,0.0,0.0,0.0,1.4422495,4.299874,0.0,0.4054808,0.0,0.0,9,0.0,3.0,6.0,4.0,2.0,1,0
2002,1.0,2.1544347,0.0,0.0,2.2239802,8.329955,0.0,0.22694121,0.0,0.0,2,3.0,10.0,0.0,8.0,2.0,0,0
2003,0.0,0.0,0.0,0.0,2.4101424,8.432374,0.0,0.2536893,0.0,0.0,8,1.0,10.0,0.0,18.0,2.0,0,0
2004,1.9129312,4.762203,1.2599211,3.4760268,3.1748023,9.582538,0.27999574,0.31150156,2.2368872,0.0,2,3.0,3.0,0.0,7.0,2.0,0,0
2005,0.0,0.0,1.0,6.673438,2.0,6.8418036,0.0,0.35421833,2.610768,0.0,7,1.0,10.0,0.0,18.0,2.0,0,1
2006,0.0,0.0,0.0,0.0,2.4101424,6.255196,0.0,0.24264435,0.0,0.0,9,1.0,10.0,0.0,12.0,2.0,0,0
2007,0.0,0.0,0.0,0.0,2.924018,7.637942,0.1587401,0.2884499,0.0,0.0,9,1.0,4.0,0.0,8.0,2.0,0,0
2008,0.0,0.0,0.0,0.0,3.1748023,10.09433,0.23207943,0.24999999,0.0,0.0,5,3.0,3.0,1.0,12.0,2.0,1,0
2009,0.0,0.0,0.0,0.0,1.9129312,7.300936,0.0,0.27775845,0.0,0.0,8,5.0,10.0,6.0,4.0,2.0,1,1
2011,1.709976,4.1278167,0.0,0.0,3.072317,10.16175,0.29470333,0.37853777,0.0,0.0,8,5.0,10.0,6.0,4.0,2.0,1,0
2012,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,2,1.0,10.0,0.0,12.0,2.0,0,0
2013,1.9129312,6.1284056,1.4422495,6.0550494,5.1924944,20.771065,0.11130672,0.23501885,0.0,0.0,1,1.0,7.0,5.0,8.0,2.0,1,0
2014,0.0,0.0,0.0,0.0,1.9129312,3.4760268,0.38517165,0.44091064,0.0,0.0,9,1.0,1.0,1.0,8.0,2.0,1,0
2015,1.4422495,6.0505,1.587401,5.561298,3.0365891,11.093465,0.0,0.23084752,0.0,0.0,1,1.0,10.0,6.0,4.0,2.0,0,0
2016,2.1544347,4.310066,1.0,9.329364,4.8345885,14.861819,0.1946674,0.25556073,3.5713966,0.0,5,1.0,10.0,6.0,8.0,2.0,0,0
2017,2.2894285,7.3316574,0.0,0.0,3.1072326,9.716188,0.0,0.17549519,0.0,0.0,8,1.0,10.0,0.0,4.0,1.0,1,1
2018,0.0,0.0,0.0,0.0,1.9129312,4.636943,0.0,0.24264435,0.0,0.5848035,2,3.0,3.0,0.0,8.0,2.0,0,0
2019,2.0,6.172635,1.2599211,5.173883,4.140818,13.594703,0.18516906,0.29461887,0.0,0.0,8,5.0,10.0,0.0,4.0,2.0,1,1
2020,0.0,0.0,0.0,0.0,2.4101424,6.4191165,0.0,0.19258696,0.0,0.0,1,1.0,10.0,0.0,5.0,2.0,0,0
2021,1.587401,4.231174,0.0,0.0,4.140818,15.232381,0.20726614,0.28777528,0.0,0.0,8,1.0,10.0,0.0,4.0,2.0,0,0
2022,1.0,0.0,1.2599211,1.8171207,2.0800838,5.800542,0.0,0.4054808,0.0,0.0,3,0.0,10.0,6.0,7.0,2.0,0,0
2023,2.1544347,6.3947554,1.0,3.814442,4.959676,15.054552,0.21939225,0.31029454,0.0,0.0,8,1.0,10.0,0.0,14.0,2.0,0,1
2025,0.0,0.0,0.0,0.0,2.0,5.1519995,0.17099759,0.4717694,0.0,0.0,1,1.0,10.0,5.0,5.0,2.0,0,0
2026,2.0800838,7.796975,0.0,0.0,2.6684017,9.304981,0.107491426,0.2686905,0.0,0.0,8,3.0,3.0,0.0,4.0,2.0,0,0
2027,1.2599211,3.6840317,0.0,0.0,3.072317,8.426343,0.0,0.25543818,0.0,0.0,1,1.0,8.0,6.0,8.0,2.0,0,0
2028,1.0,4.6570096,0.0,0.0,1.587401,4.649312,0.0,0.34199518,0.0,0.0,2,5.0,9.0,0.0,12.0,1.0,1,0
2029,1.4422495,3.072317,0.0,0.0,3.8485012,10.602586,0.268228,0.31323358,0.0,0.0,8,1.0,10.0,0.0,4.0,2.0,1,0
2030,0.0,0.0,0.0,0.0,2.6684017,9.830477,0.0,0.22314356,0.0,0.0,2,3.0,3.0,0.0,4.0,2.0,0,0
2031,0.0,0.0,0.0,0.0,2.0800838,11.996528,0.0,0.36840314,0.0,0.0,9,1.0,1.0,3.0,8.0,2.0,0,0
2032,0.0,0.0,0.0,0.0,1.4422495,2.7144177,0.46415886,0.5503216,0.0,0.0,8,5.0,10.0,6.0,14.0,2.0,0,0
2033,2.1544347,5.9698644,1.587401,4.7768564,6.0550494,20.838932,0.20437045,0.26427352,2.2014709,0.0,8,3.0,10.0,6.0,4.0,2.0,1,0
2034,1.9129312,5.2967114,1.4422495,4.635392,2.0,5.25238,0.0,0.2761243,3.0053272,0.0,6,1.0,10.0,0.0,4.0,2.0,0,1
2035,1.0,1.709976,0.0,0.0,2.0,5.877131,0.0,0.21196938,0.0,0.0,9,1.0,1.0,0.0,4.0,1.0,0,0
2036,0.0,0.0,1.0,3.8485012,1.709976,7.6857333,0.0,0.36840314,0.0,0.0,1,1.0,10.0,6.0,2.0,2.0,0,0
2037,2.0,4.8499417,0.0,0.0,3.332222,9.075417,0.34611484,0.3752644,0.0,0.0,4,1.0,4.0,6.0,12.0,2.0,0,0
2038,1.0,2.6684017,0.0,0.0,1.9129312,4.872323,0.0,0.30570918,0.0,0.0,1,5.0,10.0,5.0,5.0,2.0,0,0
2039,1.587401,3.9578917,1.0,4.4412107,4.4479604,15.3751135,0.17719944,0.3292791,1.1279935,0.0,7,1.0,10.0,0.0,12.0,2.0,0,0
2040,1.0,4.2171636,1.587401,6.3052,3.5303485,11.887452,0.0,0.10281973,3.578611,0.0,1,1.0,10.0,0.0,4.0,1.0,1,1
2041,0.0,0.0,0.0,0.0,1.8171207,4.4011364,0.0,0.22314356,0.0,0.0,9,1.0,10.0,6.0,5.0,2.0,0,0
2042,1.4422495,3.0545576,0.0,0.0,2.466212,8.473582,0.0,0.32801998,0.0,0.0,1,1.0,7.0,0.0,12.0,2.0,0,0
2043,0.0,0.0,0.0,0.0,2.4101424,7.7194433,0.0,0.24264435,0.0,0.0,2,1.0,10.0,6.0,4.0,2.0,0,0
2044,1.709976,3.0575316,0.0,0.0,3.5568933,8.661784,0.1829354,0.302027,0.0,0.0,4,5.0,10.0,1.0,3.0,2.0,0,0
2045,1.4422495,6.1001706,0.0,0.0,1.2599211,3.9578917,0.0,0.29240176,0.0,0.0,1,5.0,10.0,0.0,5.0,2.0,1,0
2047,0.0,0.0,0.0,0.0,2.2239802,10.18168,0.26295444,0.34876844,0.0,0.0,2,1.0,10.0,7.0,16.0,2.0,0,0
2048,0.0,0.0,0.0,0.0,1.9129312,7.239979,0.38517165,0.44091064,0.0,0.0,1,5.0,10.0,7.0,8.0,2.0,0,0
2049,1.8171207,4.6600814,1.2599211,7.5984073,3.756286,11.917711,0.2293808,0.28104204,0.0,0.0,5,5.0,10.0,2.0,8.0,2.0,0,0
2050,0.0,0.0,0.0,0.0,1.8171207,9.845974,0.0,0.4054808,0.0,0.7368063,2,1.0,10.0,6.0,7.0,2.0,0,0
2051,1.8171207,7.6834755,1.2599211,2.2894285,4.1793394,12.363494,0.21726644,0.266296,0.0,0.0,9,5.0,10.0,2.0,14.0,2.0,0,0
2052,0.0,0.0,0.0,0.0,1.9129312,7.618369,0.0,0.38517165,0.0,0.0,2,0.0,10.0,6.0,12.0,2.0,0,0
2053,1.709976,3.5480893,1.0,5.241483,4.6570096,12.182764,0.35649633,0.39769718,1.2914306,0.0,4,5.0,10.0,0.0,12.0,2.0,0,0
2054,0.0,0.0,0.0,0.0,2.2894285,6.734257,0.0,0.26890272,0.0,0.0,9,5.0,10.0,0.0,15.0,2.0,0,0
2055,0.0,0.0,0.0,0.0,2.7144177,11.174246,0.0,0.22314356,0.0,0.0,1,3.0,3.0,0.0,19.0,1.0,1,0
2056,1.8171207,5.9062276,0.0,0.0,5.0527744,15.57521,0.22026826,0.2908812,1.2945472,0.0,7,1.0,10.0,0.0,12.0,2.0,0,1
2059,0.0,0.0,0.0,0.0,1.709976,6.3205347,0.0,0.27144176,0.0,0.0,2,1.0,10.0,5.0,4.0,2.0,0,0
2060,2.0800838,5.313293,0.0,0.0,5.0396843,12.162477,0.20981842,0.27226713,0.0,0.9283178,2,5.0,10.0,6.0,14.0,2.0,0,0
2061,2.5712817,8.5566845,0.0,0.0,4.2358236,12.569521,0.25002664,0.3144822,0.0,0.0,7,1.0,10.0,0.0,8.0,2.0,0,0
2063,0.0,0.0,0.0,0.0,1.2599211,4.862944,0.0,0.36840314,0.0,0.0,1,5.0,9.0,0.0,19.0,2.0,1,0
2064,1.0,2.7589242,0.0,0.0,2.3513348,5.7488976,0.0,0.24871337,0.0,0.0,2,1.0,10.0,0.0,8.0,2.0,1,0
2065,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.7368063,2,1.0,1.0,1.0,2.0,2.0,0,0
2066,0.0,0.0,0.0,0.0,3.1748023,10.907629,0.0,0.19574337,3.4931226,0.0,8,1.0,10.0,6.0,13.0,2.0,0,1
2067,1.0,0.0,0.0,0.0,2.466212,7.870305,0.0,0.26761967,0.0,0.9283178,0,3.0,3.0,5.0,7.0,2.0,1,0
